function	file	line	col	source	char	type	optimization
sp_div_2_mod_ct	wolfcrypt/src/sp_int.c	7301	46	        r->dp[i] = (a->dp[i] >> 1) | (a->dp[i+1] << (SP_WORD_SIZE - 1));	+	cjump	O1-ftree-vectorize|O1-fvectorize
sp_div_2	wolfcrypt/src/sp_int.c	7301	46	        r->dp[i] = (a->dp[i] >> 1) | (a->dp[i+1] << (SP_WORD_SIZE - 1));	+	cjump	O1-ftree-vectorize|O1-fvectorize
_sp_invmod	wolfcrypt/src/sp_int.c	7301	46	        r->dp[i] = (a->dp[i] >> 1) | (a->dp[i+1] << (SP_WORD_SIZE - 1));	+	cjump	O1-ftree-vectorize|O1-fvectorize
wc_Sha3Update	wolfcrypt/src/sha3.c	733	18	    blocks = len / (p * 8U);	/	mdiv	O3--enable-npm-O3-nontrivial-unswitch=false
