function	file	line	col	source	char	type	optimization
pickparams	crypto_pwhash/scryptsalsa208sha256/pwhash_scryptsalsa208sha256.c	50	32	        *p = (uint32_t)(maxrp) / *r;	/	mdiv	O1--cold-callsite-rel-freq=-1|O1--cold-callsite-rel-freq=100|O1--cold-callsite-rel-freq=50|O1--inlinedefault-threshold=50|O2--cold-callsite-rel-freq=-1|O2--cold-callsite-rel-freq=100|O2--cold-callsite-rel-freq=50|O2--inlinedefault-threshold=50|O2--unroll-max-iteration-count-to-analyze=100|O3--cold-callsite-rel-freq=-1|O3--cold-callsite-rel-freq=100|O3--cold-callsite-rel-freq=50|O3--unroll-max-iteration-count-to-analyze=100
_sodium_argon2_fill_segment_ref	crypto_pwhash/argon2/argon2-fill-block-ref.c	200	26	        start_position = (position->slice == ARGON2_SYNC_POINTS - 1)	(	cjump	O2--cold-callsite-rel-freq=-1|O2--cold-callsite-rel-freq=100|O2--cold-callsite-rel-freq=50|O2--inline-max-stacksize=100|O2-finline-max-stacksize=100|O3--cold-callsite-rel-freq=-1|O3--cold-callsite-rel-freq=100|O3--cold-callsite-rel-freq=50|O3--inline-max-stacksize=100|O3-finline-max-stacksize=100|Os--cold-callsite-rel-freq=-1|Os--cold-callsite-rel-freq=100|Os--cold-callsite-rel-freq=50|Os--inline-max-stacksize=100|Os-finline-max-stacksize=100|Oz--inline-max-stacksize=100|Oz-finline-max-stacksize=100
pickparams	crypto_pwhash/scryptsalsa208sha256/pwhash_scryptsalsa208sha256.c	31	25	        maxN = opslimit / (*r * 4);	/	mdiv	O2--cold-callsite-rel-freq=-1|O2--cold-callsite-rel-freq=100|O2--cold-callsite-rel-freq=50|O2--inlinedefault-threshold=50|O2--unroll-max-iteration-count-to-analyze=100|O3--cold-callsite-rel-freq=-1|O3--cold-callsite-rel-freq=100|O3--cold-callsite-rel-freq=50|O3--unroll-max-iteration-count-to-analyze=100
