function	file	line	col	source	char	type	optimization
_gcry_mpih_powm_lli	mpih-pow.c	255	17	          j = i / BITS_PER_MPI_LIMB;	/	mdiv	O1--fast-isel|O2--fast-isel|O3--fast-isel|Ofast--fast-isel|Os--fast-isel|Oz--fast-isel
prepare_datasexp_to_be_signed	pubkey.c	498	55	          rc = _gcry_pk_get_single_data (&ctx, &data[i/2], &len);	/	mdiv	O1--fast-isel
_gcry_sntrup761_dec	sntrup761.c	193	13	  x += mask & (uint32_t) m;	&	cjump	O1--fast-isel|Os--fast-isel
_gcry_sntrup761_keypair	sntrup761.c	224	6	  ur += mask & m;	+	cjump	O1--fast-isel|O2--fast-isel|O3--fast-isel|Ofast--fast-isel|Os--fast-isel
_gcry_mpi_alloc_like	mpiutil.c	436	21	 int n = (a->sign+7)/8;	/	mdiv	O1--fast-isel|O2--fast-isel|O3--fast-isel|Ofast--fast-isel|Os--fast-isel
do_tripledes_setkey	des.c	1034	31	      middle = (left + right) / 2;	/	mdiv	O1--fast-isel|O2--fast-isel|O3--fast-isel|Ofast--fast-isel
prime_generate_internal	primegen.c	340	7	  if (!qbits)	!	mdiv	O1--fast-isel|O2--fast-isel|O3--fast-isel|Ofast--fast-isel|Os--fast-isel
_gcry_dsa_modify_k	dsa-common.c	49	41	  ksize = (qbits+1+BITS_PER_MPI_LIMB-1) / BITS_PER_MPI_LIMB;	/	mdiv	O1--fast-isel|O2--fast-isel|O3--fast-isel|Ofast--fast-isel|Os--fast-isel
pthread_jobs_launch_job	t-kdf.c	1319	53	  ctx->next_thread_idx = (ctx->next_thread_idx + 1) % MAX_THREADS;	%	mdiv	O1--fast-isel|O2--fast-isel|O3--fast-isel|Ofast--fast-isel|Os--fast-isel
Rq_mult_small	sntrup761.c	193	13	  x += mask & (uint32_t) m;	&	cjump	O1--fast-isel
do_des_setkey	des.c	1034	31	      middle = (left + right) / 2;	/	mdiv	O1--fast-isel|O2--fast-isel|O3--fast-isel|Ofast--fast-isel
main	t-secmem.c	82	35	      a[i] = gcry_xmalloc_secure (chunk_size);	c	mdiv	O1--fast-isel|O2--fast-isel|O3--fast-isel|Ofast--fast-isel|Os--fast-isel|Oz--jump-threading-across-loop-headers
do_mpi_cmp	mpi-cmp.c	80	45	      return memcmp (u->d, v->d, (u->sign+7)/8);	/	mdiv	O1--fast-isel
cbrecursion	mceliece6688128f.c	434	25	  return crypto_int32_x ^ crypto_int32_z;	^	cjump	O1--fast-isel|O1-funroll-loops|O2--fast-isel|O2-fapple-kext|O3--fast-isel|O3-fapple-kext|Ofast--fast-isel|Ofast-fapple-kext|Os--fast-isel|Os--unroll-partial-threshold=100|Oz--fast-isel
invert_key	idea.c	76	20	    t1 = 0x10001UL / x;	/	mdiv	O1--fast-isel|O2--fast-isel|O3--fast-isel|Ofast--fast-isel
main	fipsdrv.c	2638	29	              if (!(++count % 1000))	%	mdiv	O1--fast-isel|O2--fast-isel|Os--fast-isel
invert_key	idea.c	88	8	 q = y / x;	/	mdiv	O1--fast-isel|O2--fast-isel|O2-ftrapv|O3--fast-isel|O3-ftrapv|Ofast--fast-isel|Ofast-ftrapv
_gcry_sntrup761_keypair	sntrup761.c	193	13	  x += mask & (uint32_t) m;	&	cjump	O1--fast-isel|O2--fast-isel|O3--fast-isel|Ofast--fast-isel|Os--fast-isel
_gcry_mpi_copy	mpiutil.c	362	45	                memcpy( p, a->d, (a->sign+7)/8 );	/	mdiv	O1--fast-isel|O2--fast-isel|O3--fast-isel|Ofast--fast-isel|Os--fast-isel
do_vsexp_sscan	sexp.c	1301	27	       datalen = hexcount / 2;	/	mdiv	O1--fast-isel|O2--fast-isel|O3--fast-isel|Ofast--fast-isel|Os--fast-isel
invert_key	idea.c	83	8	 q = x / y;	/	mdiv	O1--fast-isel|O1--instcombine-max-iterations=0|O2--fast-isel|O3--fast-isel|Ofast--fast-isel
_gcry_sntrup761_dec	sntrup761.c	224	6	  ur += mask & m;	+	cjump	O1--fast-isel|Os--fast-isel
do_setkey	rijndael.c	908	51	              rcon = ((rcon << 1) ^ (-(rcon >> 7) & 0x1b)) & 0xff;	&	cjump	O1--fast-isel|O2--fast-isel|O3--fast-isel|Ofast--fast-isel|Os--fast-isel|Oz--fast-isel
pthread_jobs_launch_job	t-kdf.c	1333	42	      idx = (ctx->oldest_thread_idx + i) % MAX_THREADS;	%	mdiv	O1--fast-isel|O2--fast-isel|O3--fast-isel|Ofast--fast-isel
do_ecb_decrypt	cipher.c	1099	17	  if ((inbuflen % blocksize))	%	mdiv	O1--fast-isel
cbrecursion	mceliece6688128f.c	1865	30	  cbrecursion(out,pos,step*2,q,w-1,n/2,temp);	q	mdiv	O1--fast-isel
_gcry_mpih_powm_lli	mpih-pow.c	256	21	          shift = i % BITS_PER_MPI_LIMB;	%	mdiv	O1--fast-isel|O2--fast-isel|O3--fast-isel|Ofast--fast-isel|Os--fast-isel
Rq_mult_small	sntrup761.c	224	6	  ur += mask & m;	+	cjump	O1--fast-isel
base64_decode	fipsdrv.c	417	21	      idx = (idx+1) % 4;	%	mdiv	O1--fast-isel|O2--fast-isel|O3--fast-isel|Ofast--fast-isel|Os--fast-isel
